From,To,Date,Subject
Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,RE: Union meeting
Claudio.Hawelon@gastech.com.kronos,Isia.Vann@gastech.com.kronos,01/09/2014,RE: Awwww- cute!
Adan.Morlun@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,01/09/2014,RE: Document stuck
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,Facilities preparations for VIP visit
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,01/09/2014,RE: Awwww- cute!
Claudio.Hawelon@gastech.com.kronos,Isia.Vann@gastech.com.kronos,01/09/2014,RE: Awwww- cute!
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,01/09/2014,RE: Awwww- cute!
Axel.Calzas@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",01/09/2014,RE: Field work rotation schedule
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",01/09/2014,RE: You never get a second chance to make a first impression
Axel.Calzas@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",01/09/2014,RE: GIS update
Lars.Azada@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",01/09/2014,RE: Field work rotation schedule
Felix.Resumir@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,01/09/2014,They need that report today
Felix.Resumir@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",01/09/2014,RE: Security procedures for January 20 VIP visit
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",01/09/2014,RE: GIS update
Hennie.Osvaldo@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,01/09/2014,RE: Files
Kare.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",01/09/2014,GIS update
Irene.Nant@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",01/09/2014,RE: Facilities preparations for VIP visit
Ada.Campo-Corrente@gastech.com.kronos,"Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge.Jr.@gastech.com.tethys",01/09/2014,Impromptu golf vacation - who's in?
Dylan.Scozzese@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,RE: Facilities preparations for VIP visit
Elsa.Orilla@gastech.com.kronos,"Axel.Calzas@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Lars.Azada@gastech.com.kronos",01/09/2014,RE: Field work rotation schedule
Emile.Arpa@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,RE: Facilities preparations for VIP visit
Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",01/09/2014,RE: GIS update
Dante.Coginian@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,01/09/2014,RE: Document stuck
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,Don't text and drive!
Elsa.Orilla@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",01/09/2014,RE: Remember Casino night!
Isak.Baza@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",01/09/2014,RE: Remember Casino night!
Kare.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",01/09/2014,RE: GIS update
Lidelse.Dedos@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",01/09/2014,GIS update
Claudio.Hawelon@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",01/09/2014,RE: Facilities preparations for VIP visit
Lars.Azada@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",01/09/2014,RE: Remember Casino night!
Isia.Vann@gastech.com.kronos,"Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos",01/09/2014,RE: Security update: how to handle reporters on the grounds
Adan.Morlun@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,01/09/2014,RE: Document stuck
Dante.Coginian@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,01/09/2014,RE: They need that report today
Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",01/09/2014,Missing sweater
Kanon.Herrero@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",01/09/2014,RE: Remember Casino night!
Axel.Calzas@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",01/09/2014,RE: Remember Casino night!
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,RE: Union meeting
Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,Mandatory safety training
Kanon.Herrero@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",01/09/2014,RE: Security procedures for January 20 VIP visit
Kanon.Herrero@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",01/09/2014,RE: Security procedures for January 20 VIP visit
Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",01/09/2014,RE: GIS update
Isia.Vann@gastech.com.kronos,"Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos",01/09/2014,RE: Security update: how to handle reporters on the grounds
Felix.Resumir@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,01/09/2014,RE: They need that report today
Kanon.Herrero@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",01/09/2014,RE: Security procedures for January 20 VIP visit
Edvard.Vann@gastech.com.kronos,"Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos",01/09/2014,RE: Security update: how to handle reporters on the grounds
Vira.Frente@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos",01/09/2014,RE: GIS update
Edvard.Vann@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Felix.Resumir@gastech.com.kronos",01/09/2014,RE: Security procedures for January 20 VIP visit
Emile.Arpa@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",01/09/2014,RE: Don't text and drive!
Felix.Balas@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Axel.Calzas@gastech.com.kronos",01/09/2014,RE: GIS update
